0,0.125
50,0.14999999999999999
100,0.28000000000000003
150,0.40999999999999998
200,0.58499999999999996
250,0.63500000000000001
300,0.64000000000000001
350,0.69999999999999996
400,0.64500000000000002
450,0.67500000000000004
500,0.68500000000000005
550,0.72499999999999998
600,0.69999999999999996
650,0.73999999999999999
700,0.82999999999999996
750,0.77500000000000002
800,0.76500000000000001
850,0.84999999999999998
900,0.83999999999999997
950,0.83499999999999996
1000,0.81999999999999995
1050,0.82999999999999996
1100,0.79500000000000004
1150,0.84999999999999998
1200,0.84999999999999998
1250,0.82999999999999996
1300,0.85499999999999998
1350,0.90500000000000003
1400,0.84999999999999998
1450,0.86499999999999999
1500,0.91000000000000003
1550,0.88
1600,0.88
1650,0.84499999999999997
1700,0.85999999999999999
1750,0.90000000000000002
1800,0.91000000000000003
1850,0.91000000000000003
1900,0.89000000000000001
1950,0.82999999999999996
