0,0.0098541584548679541
50,0.45329128892392589
100,0.5715411903823413
150,0.78833267638943627
200,0.82774931020890807
250,0.80804099329917223
300,0.86716594402837999
350,0.82774931020890807
400,0.84745762711864403
450,0.90658257784785179
500,0.86716594402837999
550,0.90658257784785179
600,0.87702010248324791
650,0.88687426093811583
700,0.88687426093811583
750,0.87702010248324791
800,0.84745762711864403
850,0.91643673630271971
900,0.94599921166732359
950,0.91643673630271971
1000,0.89672841939298376
1050,0.89672841939298376
1100,0.94599921166732359
1150,0.87702010248324791
1200,0.93614505321245567
1250,0.89672841939298376
1300,0.91643673630271971
1350,0.89672841939298376
1400,0.92629089475758764
1450,0.93614505321245567
1500,0.93614505321245567
1550,0.93614505321245567
1600,0.93614505321245567
1650,0.92629089475758764
1700,0.95585337012219151
1750,0.88687426093811583
1800,0.93614505321245567
1850,0.90658257784785179
1900,0.93614505321245567
1950,0.92629089475758764
