0,0.115
50,0.34000000000000002
100,0.66500000000000004
150,0.76000000000000001
200,0.83499999999999996
250,0.80500000000000005
300,0.91000000000000003
350,0.84499999999999997
400,0.89500000000000002
450,0.93500000000000005
500,0.88
550,0.95499999999999996
600,0.89500000000000002
650,0.92500000000000004
700,0.90500000000000003
750,0.93500000000000005
800,0.91500000000000004
850,0.90000000000000002
900,0.91500000000000004
950,0.91000000000000003
1000,0.94999999999999996
1050,0.93000000000000005
1100,0.93999999999999995
1150,0.91000000000000003
1200,0.94999999999999996
1250,0.91500000000000004
1300,0.94999999999999996
1350,0.97499999999999998
1400,0.94999999999999996
1450,0.95999999999999996
1500,0.97999999999999998
1550,0.96499999999999997
1600,0.97999999999999998
1650,0.95499999999999996
1700,0.93999999999999995
1750,0.96499999999999997
1800,0.91500000000000004
1850,0.95999999999999996
1900,0.95999999999999996
1950,0.97999999999999998
